Waveshift,Intensity
2077.173516,3795
2078.0452,3665
2078.916458,3503
2079.787289,3559
2080.657693,3782
2081.52767,3781
2082.397221,3949
2083.266346,3696
2084.135044,3532
2085.003316,3499
2085.871163,3659
2086.738584,3981
2087.605579,3568
2088.472148,3802
2089.338292,3426
2090.204011,3445
2091.069305,3581
2091.934174,3802
2092.798618,3607
2093.662637,3577
2094.526231,3485
2095.389402,3574
2096.252147,3365
2097.114469,3899
2097.976366,3716
2098.83784,3534
2099.69889,3643
2100.559516,3690
2101.419719,4022
2102.279498,3566
2103.138854,3815
2103.997786,3622
2104.856296,3741
2105.714383,3947
2106.572047,3651
2107.429289,3545
2108.286108,3533
2109.142504,3617
2109.998479,3587
2110.854031,3460
2111.709161,3032
2112.56387,3604
2113.418156,3503
2114.272021,3305
2115.125465,3288
2115.978487,3600
2116.831089,3522
2117.683269,3589
2118.535028,3720
2119.386366,3810
2120.237284,3484
2121.087781,3571
2121.937857,3121
2122.787514,3744
2123.63675,3389
2124.485566,3740
2125.333962,3361
2126.181939,3666
2127.029496,3298
2127.876633,3298
2128.723351,3298
2129.569649,3391
2130.415529,3227
2131.260989,3379
2132.106031,3697
2132.950654,2875
2133.794858,3444
2134.638643,3473
2135.482011,3167
2136.32496,3581
2137.167491,3384
2138.009604,3280
2138.851299,3403
2139.692576,3439
2140.533436,3491
2141.373878,3008
2142.213903,3226
2143.05351,3409
2143.892701,3177
2144.731474,3517
2145.569831,3114
2146.407771,3083
2147.245294,3504
2148.082401,3241
2148.919091,2993
2149.755365,3493
2150.591224,2846
2151.426666,3346
2152.261692,3139
2153.096302,3324
2153.930497,3486
2154.764277,2993
2155.597641,2919
2156.43059,3135
2157.263124,3536
2158.095242,3361
2158.926946,2791
2159.758236,3265
2160.58911,3353
2161.41957,3334
2162.249616,2963
2163.079248,3211
2163.908465,2923
2164.737269,3054
2165.565658,2711
2166.393634,3199
2167.221196,2888
2168.048345,3071
2168.87508,3255
2169.701402,3121
2170.527311,2938
2171.352807,3234
2172.177891,2940
2173.002561,3056
2173.826819,2859
2174.650664,3055
2175.474097,2955
2176.297117,3000
2177.119726,3140
2177.941922,3031
2178.763707,2858
2179.58508,3069
2180.406041,2864
2181.22659,2936
2182.046729,2905
2182.866456,2725
2183.685771,2910
2184.504676,2774
2185.32317,3318
2186.141253,3198
2186.958925,2768
2187.776187,2911
2188.593038,2809
2189.409479,3097
2190.22551,2797
2191.041131,2658
2191.856342,2713
2192.671143,3319
2193.485534,2897
2194.299516,2761
2195.113088,2943
2195.926251,2800
2196.739005,3026
2197.551349,2865
2198.363285,2213
2199.174812,2642
2199.98593,2692
2200.796639,2955
2201.60694,2670
2202.416832,2761
2203.226317,2869
2204.035393,2584
2204.844061,2774
2205.652321,3135
2206.460173,2489
2207.267618,2945
2208.074655,2532
2208.881285,2821
2209.687507,2610
2210.493322,2826
2211.29873,2913
2212.103732,2562
2212.908326,2664
2213.712513,2653
2214.516294,2223
2215.319669,2508
2216.122637,2637
2216.925199,2324
2217.727355,2581
2218.529105,3034
2219.330449,2204
2220.131387,2561
2220.931919,2302
2221.732046,2654
2222.531768,2573
2223.331084,2438
2224.129995,2481
2224.928501,2305
2225.726602,2457
2226.524298,2344
2227.321589,2289
2228.118476,2798
2228.914959,2356
2229.711037,2944
2230.50671,2002
2231.30198,2538
2232.096846,2523
2232.891307,2192
2233.685365,2604
2234.479019,2563
2235.27227,1971
2236.065117,2739
2236.857561,2200
2237.649602,2326
2238.441239,2164
2239.232474,2586
2240.023306,2566
2240.813735,2580
2241.603761,2875
2242.393385,2372
2243.182607,1903
2243.971426,2433
2244.759843,2396
2245.547858,2221
2246.335471,2172
2247.122682,2169
2247.909492,2388
2248.6959,2334
2249.481906,2279
2250.267511,2390
2251.052715,2242
2251.837518,2130
2252.621919,2037
2253.40592,2387
2254.18952,2167
2254.972719,2339
2255.755518,2003
2256.537916,1638
2257.319914,2388
2258.101512,2248
2258.88271,2101
2259.663507,2602
2260.443905,2631
2261.223903,1978
2262.003501,2264
2262.7827,2316
2263.561499,1929
2264.339899,1913
2265.1179,1955
2265.895501,2382
2266.672704,2114
2267.449508,2358
2268.225913,1720
2269.001919,2499
2269.777527,2037
2270.552737,2215
2271.327548,2179
2272.101961,1778
2272.875975,2228
2273.649592,1837
2274.422811,1891
2275.195632,1975
2275.968056,2015
2276.740082,1922
2277.511711,2219
2278.282942,1803
2279.053776,1946
2279.824213,1925
2280.594253,1955
2281.363897,2429
2282.133143,1597
2282.901993,2085
2283.670446,2111
2284.438503,2081
2285.206164,2142
2285.973428,1789
2286.740296,1931
2287.506769,1951
2288.272845,1802
2289.038526,1495
2289.803811,2023
2290.5687,1868
2291.333194,2281
2292.097293,1999
2292.860997,1892
2293.624305,1919
2294.387219,1918
2295.149737,1920
2295.911861,1824
2296.67359,1896
2297.434925,1936
2298.195865,2017
2298.956411,2204
2299.716562,1836
2300.47632,2066
2301.235683,2034
2301.994653,1825
2302.753229,1560
2303.511411,2160
2304.269199,1563
2305.026594,1965
2305.783596,1828
2306.540204,1952
2307.29642,1802
2308.052242,2276
2308.807671,1746
2309.562708,1352
2310.317351,2056
2311.071603,2039
2311.825461,1772
2312.578928,1927
2313.332002,1418
2314.084684,1892
2314.836973,1677
2315.588871,1768
2316.340377,1700
2317.091491,1671
2317.842214,1766
2318.592545,1591
2319.342485,2030
2320.092033,1818
2320.84119,1736
2321.589956,1731
2322.338331,1516
2323.086315,2211
2323.833908,1459
2324.581111,2052
2325.327923,1706
2326.074345,2142
2326.820376,1804
2327.566017,1875
2328.311268,1568
2329.056129,1717
2329.800599,1661
2330.54468,1928
2331.288372,1870
2332.031673,1554
2332.774585,1920
2333.517108,1846
2334.259242,1838
2335.000986,1573
2335.742341,1851
2336.483307,1712
2337.223884,2093
2337.964073,1579
2338.703872,1790
2339.443283,1957
2340.182306,1622
2340.92094,1236
2341.659187,1751
2342.397044,1653
2343.134514,1920
2343.871596,1507
2344.60829,1550
2345.344597,1609
2346.080515,1836
2346.816046,1708
2347.55119,1787
2348.285946,1469
2349.020316,1596
2349.754298,1472
2350.487893,1548
2351.221101,1583
2351.953922,1681
2352.686356,1454
2353.418404,1552
2354.150066,1428
2354.881341,1362
2355.61223,1824
2356.342732,1711
2357.072849,1714
2357.802579,1350
2358.531924,1361
2359.260883,1800
2359.989456,1572
2360.717643,1141
2361.445445,1895
2362.172862,1465
2362.899893,1730
2363.626539,1502
2364.352801,1639
2365.078677,1476
2365.804168,2023
2366.529275,1663
2367.253996,1567
2367.978334,1605
2368.702286,1902
2369.425855,1863
2370.149039,1757
2370.871839,1524
2371.594255,1520
2372.316287,1507
2373.037935,1472
2373.7592,1238
2374.48008,1454
2375.200578,1526
2375.920691,1342
2376.640422,1740
2377.359769,1693
2378.078733,1589
2378.797314,1541
2379.515511,1621
2380.233327,1404
2380.950759,1746
2381.667808,1513
2382.384476,1296
2383.10076,1499
2383.816663,1594
2384.532183,1233
2385.24732,1408
2385.962076,1552
2386.67645,1370
2387.390442,1315
2388.104052,1520
2388.817281,1416
2389.530128,966
2390.242593,1713
2390.954677,1714
2391.66638,1344
2392.377702,1390
2393.088643,1415
2393.799202,1607
2394.509381,1245
2395.219179,1166
2395.928596,1291
2396.637633,945
2397.346289,986
2398.054565,1000
2398.762461,1111
2399.469976,1063
2400.177111,1305
2400.883867,1311
2401.590242,1198
2402.296238,721
2403.001854,1219
2403.70709,1092
2404.411947,906
2405.116424,1025
2405.820522,739
2406.524241,698
2407.227581,1106
2407.930542,967
2408.633123,1075
2409.335326,851
2410.037151,1179
