Frequency,Density,Density,Density,Density,Density,Density,Density,Density,Density,Density,Density,Density,Density,Density,Density,Density,Density,Density,Density,Density
ramanShift,DM201,DM202,DM203,DM204,DM205,DM206,DM207,DM208,DM209,DM210,DM211,Ctrl01,Ctrl02,Ctrl03,Ctrl04,Ctrl05,Ctrl06,Ctrl07,Ctrl08,Ctrl09
2466,12.24059915,23.36039963,15.10674305,31.23988571,22.90010643,-3.773171616,28.29985746,24.96676159,23.37345695,16.50688553,21.5472,17.58694248,21.92037125,44.78909493,19.29339981,14.67991448,11.87934351,28.93357048,64.72391837,25.91128572
2467,22.31468544,30.07645683,16.38599205,29.32101173,24.6990509,-1.054767323,25.90126515,26.56582324,25.45223694,20.18472671,30.50194,22.22422047,28.15671043,48.25372823,20.41274261,13.2407589,0.84582026,32.93122482,66.55141777,28.84289741
2468,21.20218163,30.13416481,17.79906502,30.99844093,25.49961043,-5.529489374,28.49766191,20.50493463,27.13229447,16.66988716,29.06895,24.73198281,29.86614685,50.27665202,17.93541107,5.672380591,6.860536981,30.5357235,63.90706144,26.44669533
2469,18.02773952,27.92101669,15.6016943,32,24.70063496,-6.041185952,30.23319181,20.98667685,26.96050835,14.87983036,26.10757,22.89497147,24.88321877,48.35715548,17.34621487,6.570566035,6.695818424,25.45547943,61.56242915,24.84453774
2470,17.33478317,25.62626076,12.13304329,29.11686935,23.2330432,-1.931304312,29.96608702,23.92086983,25.62626038,14.02539139,23.06522,20.76104355,19.92121735,44.13202921,17.61269569,13.7220871,2.320347834,23.64243469,61.44857189,23.68782616
2471,20.60638676,24.30139694,12.10578919,21.60718613,22.75449133,3.566467523,27.99101766,20.19461028,24.73572884,11.4922162,19.82076,22.95209541,23.13572845,41.17265383,15.78283405,19.44790459,3.322155881,29.74570846,63.77958298,21.29407835
2472,15.95874977,20.77560329,20.43948326,26.41508675,25.75942898,7.893577911,21.98114173,16.58868504,26.3383625,19.66564751,24.78892,17.66340485,24.7383625,45.17923927,13.21862068,24.73659515,4.764526081,29.1046547,62.86379296,24.7664512
2473,12.91903572,23.42018471,19.25068741,26.39495392,26.92087173,2.427979118,25.47247823,18.12442716,23.78233833,14.5596304,22.91651,21.22775383,27.14678993,43.48528226,18.30114899,19.42797928,10.90367222,29.40252304,62.90596226,24.88608551
2474,16.52899113,28.97235222,19.98617592,29.68861275,23.70325661,-8.733864499,29.63707956,24.60500654,26.18319321,15.08861294,29.92302,23.96747932,28.86205864,47.85048993,23.45907554,0.132271099,17.11029377,34.0452507,61.31107467,29.31684081
2475,22.57073708,34.99652748,21.594421,32.97421074,17.3414464,-21.87389679,30.54877122,33.4651769,33.42789612,18.70452633,42.11779,23.55399971,33.17842331,56.47736931,27.35610581,-22.12894974,22.01115856,42.24810715,60.84420994,35.92219416
2476,24.45966339,38.09290009,19.95322113,30.70644226,11.74066556,-29.74648704,26.43899536,39.04014333,39.65358887,17.52474365,47.33631,20.89355774,40.97833252,61.15483348,29.51120148,-28.89905052,23.6562973,48.81969452,64.12591553,38.34126536
2477,23.01407356,26.68880119,19.47135811,29.74271622,19.37016821,-0.352824926,18.9433434,20.56871478,21.66402359,18.80971279,21.95818,21.85728416,24.27373657,42.14800072,20.35579796,13.34430103,7.754806995,28.42081375,59.53674044,24.68847021
2478,23.34764557,27.73822861,18.1677969,28.23088532,19.13088584,-3.119395185,20.11519098,24.10844135,22.01205177,15.71412525,23.40264,19.12485943,24.81205177,45.26616351,14.61883373,10.70075598,10.19190064,30.19189987,57.09685217,23.69350243
2479,20.27900009,25.58132362,17.01394119,30.62797012,19.72095585,-6.204647017,20.75968138,22.11617661,23.98605881,16.05585308,25.31162,18.28838234,26.68838234,46.20926412,16.31170597,7.674441242,12.30232353,32.1069706,58.02993693,25.30622546
2480,16.85850964,23.40422173,16.80956516,33.44894447,21.29254627,-7.228694199,22.03985278,19.53540071,26.00422173,16.59577808,25.97018,21.02335129,27.84360161,43.06563314,20.60956497,6.284102274,12.72658329,32.91167603,62.4900589,25.47608821
2481,17.91226254,26.70295105,17.50885277,32.03711472,22.21836043,-9.190688514,26.21519089,25.35934417,28.42950859,13.2,27.8101,26.12826195,28.9147541,40.3073225,21.85232773,1.422819549,13.01009865,35.28944321,67.81733104,22.54710356
2482,25.47829475,25.89805374,15.09416161,27.36871262,24.02937889,-0.819759536,26.61763986,22.81050332,20.38053818,13.2,19.60015,23.87455063,24.89026871,42.85616239,23.94505997,11.56452236,4.800148766,32.7137722,59.19343349,18.79091756
2483,24.98552628,34.28684273,20.17500076,32.88223762,18.23848605,-13.23750134,31.49945164,26.97916698,32.27171212,12.9171052,28.35987,21.902631,30.19934273,50.94627254,20.94671059,-7.002633669,14.4085537,38.0578949,65.01315961,26.58443101
2484,21.52794075,32.67132301,17.98933811,32.7330883,17.54503679,-9.465808199,30.50827154,26.09803899,29.1889698,12.49227943,25.73272,20.27683792,31.06139755,48.95251147,18.26654396,-0.737131476,14.90220585,31.57867584,66.09873963,26.66636022
2485,17.46087647,25.31305619,15.33042641,31.02898102,21.4818716,-2.385497771,27.71980604,23.18116125,22.41158829,14.9420145,22.58839,21.50433655,26.79421807,45.43477504,18.59419441,12.10725098,11.2,26.38838882,63.56315122,25.41303317
2486,15.07557335,20.60072441,18.44981918,32.37448654,25.21750498,-5.724426365,28.58423901,21.74909433,25.05006027,19.99903412,28.574,24.94873238,20.97521133,47.60308457,21.64957695,10.1249094,10.9747283,32.77448654,61.41034753,28.56136799
2487,18.14099999,24.47284241,17.48178921,29.63173637,18.56230235,-2.658999872,33.42438666,16.90894699,25.37273674,14.83621006,23.24984,18.17252579,22.10457916,41.821798,19.39084205,9.640894602,9.522684289,30.03173713,59.45123972,22.51118374
2488,16.77432251,29.08587723,17.40000019,31.6168335,27.05206919,-4.469044352,29.27650897,21.67261092,30.86818848,17.50356674,27.23367,23.65934448,24.5646225,41.9491202,18.31326637,8.417688821,9.991155434,31.13009987,58.44120516,25.44840685
2489,17.51133232,25.90105934,18.05566635,32.39999962,28.47423744,-4.54433384,24.75259431,19.03782733,27.33611526,18.81855545,27.92578,22.41239166,23.54227943,40.43643633,16.25155659,12.69894085,10.85566616,25.91755981,61.03091049,27.21305561
2490,19.9458641,24.33755341,17.6083107,32.11666069,26.91145659,-6.620893097,24.34032377,15.5694499,23.65001946,19.42500954,22.45406,21.86671867,25.04590263,42.6598053,14.94167004,12.2790679,10.12497091,26.51262131,64.33930642,26.54511293
2491,22.4,30.28795776,16.12460728,31.69738197,26.50654459,-13.96439762,28.10820198,17.48778359,27.34240799,19.51832466,17.76021,25.38324623,30.6,49.54973857,17.86177978,0.180105567,8.903664683,37.88795776,66.04637201,25.87958114
2492,22.39999962,38.69623375,17.74158363,32.18247566,25.29381228,-26.73850975,28.64719486,24.89892451,38.01445084,16.12267475,37.48732,22.31099148,30.59999962,50.62772179,31.12098389,-20.84058533,14.40138416,46.29623413,66.27736828,32.75172965
2493,16.63012142,28.86372757,18.57971382,28.92520485,23.30071735,-10.98196411,28.01690578,19.70867364,24.98893242,12.56926193,23.85328,22.82377014,20.61967049,45.85843404,21.93155518,2.727053738,10.07766294,37.24344025,60.15939604,23.38353618
2494,19.82962265,30.82962265,19.97795677,28.94236488,21.57204342,-18.17956676,30.09108416,25.6270593,26.61860084,13.60252628,26.98554,22.88220444,29.81515846,38.31572692,23.44064369,-8.776124572,9.977956486,38.84064445,59.69066729,25.7711455
2495,33.4038372,48.94773331,26.69909325,33.4264389,16.76412583,-54.85913925,36.4497153,37.27716223,48.81473694,21.6962677,57.82846,35.87366638,48.5632721,55.39085643,41.54632034,-104.2670242,25.46801567,60.69304199,70.42223031,47.73478444
2496,42.87744217,61.89907989,31.51260071,37.44825821,15.02508617,-78.65595398,40.26050059,41.7864809,65.08854981,28.12968254,81.86848,48.75986252,57.19302902,78.38660304,55.76641235,-180.7019547,40.42619705,78.89808502,79.50615528,64.82966359
2497,20.33218002,26.52841225,16.03014221,30.73971558,31.07103014,-5.868127298,27.34275246,22.00313981,21.35855446,14.13217983,25.09073,22.81883888,30.51334114,43.16666667,22.82668229,2.814763975,13.14725113,39.59653931,57.57950156,24.26425711
2498,17.41352272,23.4476078,17.32732315,28.14535446,23.36901856,-0.192961275,27.74812158,22.13826275,19.57493095,11.2135231,20.38845,23.62957687,26.78394623,43.16666603,15.36789246,12.05717754,10.87718487,30.84056892,57.92696108,21.29155111
2499,19.74708557,21.13425598,13.37157288,27.47186584,19.34748459,-27.18951263,25.16387177,18.53619894,20.3532074,12.52201233,20.1688,22.90306091,28.81895141,40.71076203,13.92813415,-12.26750049,6.171572971,28.74373169,58.73219517,20.88022359
2500,16.69805298,23.45519409,14.07434998,27.58084412,17.32183457,-29.6175354,27.43425242,20.87039948,22.89886322,13.87126617,23.76477,24.84139557,29.22451325,41.14177449,20.0582779,-18.40990448,8.321102904,28.41915588,60.37001365,23.71266174
2501,11.26389599,26.08052063,15.63605337,27.27220841,18.67714119,-11.76384535,28.96519693,24.62727356,23.51106606,12.93329964,24.22213,26.63885803,25.21381988,40.78233973,23.9165741,-3.197094393,13.21942902,27.30275383,61.59324755,24.36104075
2502,12.83630867,22.39999962,10.19301891,26.04328995,23.79964876,-6.561364269,20.6520559,20.05456352,19.02808418,9.780140304,15.52987,23.38479424,19.21644936,33.8567365,14.01753254,10.2608222,11.26547661,24.84561691,59.87963922,17.72226667
2503,21.77425938,22.4,16.53083839,28.64342041,13.64288759,0.263979578,22.27713792,17.07524681,21.46570664,13.84284477,23.33026,23.22228623,32.21710472,35.88808886,12.0674345,10.9108551,7.690296363,25.33314133,49.43268476,25.44140561
2504,15.28350868,23.94329834,15.29550247,27.87760162,21.54486466,-1.886596572,24.13683112,23.68165875,19.27460289,16.36419773,23.5582,22.91940002,28.24770622,36.40049966,13.90449772,11.42089953,8.743298244,29.46869545,55.11520713,27.78608195
2505,17.97141247,25.73250961,12.64975834,27.19408989,25.24261141,-9.06845684,25.86288706,25.12233575,25.71574325,18.84728641,28.45072,20.84384804,30.02117043,44.1358579,18.50639381,1.613327742,12.17979545,34.70048294,58.14285714,29.87766425
2506,23.86272163,27.58816605,12.18224888,28.6420124,21.05917025,-10.92189188,27.38067055,24.21400388,31.55207024,19.41479263,32.87456,21.75858078,28.74556045,46.79043198,18.91301651,-3.596448004,14.27455616,36.16094551,60.77007729,30.84073003
2507,23.6026928,28.82982139,15.25493126,30.97489052,14.74411011,-3.343049324,27.43217755,24.64518102,28.82914848,16.57421684,30.43319,26.14708786,18.7973074,37.99831772,12.48609905,5.768832349,13.17152452,31.34641495,64.78011213,28.8841575
2508,19.04235191,26.7125206,19.00092526,25.11159554,24.71985578,-3.017310929,21.3245786,20.70917241,27.85193252,11.85100737,22.61546,18.9808382,23.35764847,40.84852982,11.83462162,10.16630373,13.00865536,25.3202507,56.98565238,23.45518049
2509,22.19458694,19.50222549,20.58869533,29.89188118,20.04239416,-5.005892849,23.4430747,22.42874305,24.40541191,12.2171979,22.6629,23.22898331,27.92038384,43.95740573,15.65748615,5.308118249,11.30270596,29.16608467,64.94768361,20.85217508
2510,19.44562645,18.69056587,14.78181944,29.75746155,21.43310404,-8.181131459,22.30903419,22.12006855,20.34957161,14.51183491,26.08508,22.60548897,25.44562607,47.37535667,20.67169762,-1.362263274,10.68267593,27.81886826,64.91448266,24.17524258
2511,17.68460693,21.28879509,11.28460703,29.2433506,21.89162398,-16.51392364,21.87120406,21.29895274,20.61256447,16.6433506,30.08879,21.28041878,25.53423958,48.69755682,22.27413673,-11.51392336,10.92167521,28.97549629,63.88960266,28.87643878
2512,17.91041317,23.45133247,13.55883627,29.19758034,19.93583489,-21.97240391,24.29257266,21.10895841,23.37191429,15.85666161,30.29008,22.48958664,29.1641655,47.12833087,20.94866791,-15.49056673,10.17966318,32.48474731,63.97267533,29.23325698
2513,14.23181896,22.40454636,17.12954597,25.68863716,21.44886351,-7.147728157,28.32765166,21.59090964,20.83636532,9.790909577,22.34773,26.4,27.6136364,43.98863602,22.02954483,4.406816673,6.352274179,29.35000038,60.35876737,20.76704661
2514,19.78474789,27.30418968,20.23265343,27.81181564,20.22395277,-15.4771225,28.19155026,23.76852862,31.28893776,14.36391039,30.67712,26.4,27.94027939,43.71643384,17.94650841,-9.802150321,19.58131218,32.94307251,62.10863931,27.16380374
2515,15.85920162,23.52627144,13.85617523,24.1939476,22.67070198,-7.385473347,26.83131631,23.38771184,26.52324562,16.4018158,25.92385,21.99334221,25.06222801,40.99596532,18.66888599,1.35411458,11.98486786,29.05980682,63.28701183,24.43855985
2516,14.3700077,21.97600632,13.40702515,25.98303185,21.93873262,-5.510024214,22.85247231,24.37417793,22.42399369,15.93299122,26.09803,23.09802742,22.8239933,40.23250516,16.58697643,5.095974158,7.873007249,29.80702477,63.71428571,23.63167604
2517,15.88429489,24.43449554,15.32872562,31.0896637,19.59865761,-10.53718042,22.46107181,24.47125371,23.35556946,14.73946305,28.38926,25.32872581,23.15020027,41.64049276,15.35556984,-1.045233464,10.01073751,30.88120918,61.33605139,25.3882548
2518,16.68613567,27.62055855,12.93115482,32.94812851,19.91394377,-14.73442249,29.08320173,21.47417005,26.45840759,14.67243042,25.93801,22.6172905,26.0172905,43.05737178,19.95529823,-6.899841404,12.75171337,26.45872421,55.96061489,26.50571092
2519,14.55824661,23.69214783,16.53219795,28.5286663,24.41524744,-12.93390121,25.12751007,22.42899195,20.07474022,15.16348133,28.22958,24.09044457,27.49044457,40.05650139,23.72002525,-2.153012085,12.42434588,29.56871643,56.66211591,25.41448561
2520,14.09681053,25.67392311,17.10318985,26.98724098,19.82316637,-13.4063797,26.60193968,21.48936749,24.14784546,15.95797424,27.33884,21.92607689,21.83939476,42.61257299,22.02926674,0.322327983,8.761723232,31.46754417,59.31305531,25.33333333
2521,12.73023472,23.86046982,16.96913376,20.82833996,20.84724713,-7.020308208,26.39711253,17.22269885,23.98393555,17.58519821,25.49937,19.93023491,19.65370026,41.67230797,17.3598381,7.464258647,7.946299744,30.38393555,57.91664505,24.17900133
2522,13.70421333,21.60328865,16.24460468,19.61500492,22.45246649,-1.089208832,23.18859227,14.0688591,23.35539551,17.1718399,21.70236,19.79342232,20.66947556,41.12675603,13.84460449,12.12065754,5.661048841,27.77183952,57.70253944,21.87872585
2523,17.37979698,20.74006844,14.36027088,25.80291557,22.10830498,-0.179796997,20.35802317,15.14683692,23.94006767,13.57037239,17.47003,20.74006729,22.42671165,40.85316277,13.69315281,11.82671146,3.099661636,26.293153,60.07375418,19.08903917
2524,20.44330063,20.22024689,10.92440109,31.48203545,22.33411312,-3.081100225,24.96772067,20.72118314,23.00000038,8.768637752,17.59719,19.7262722,21.96957321,35.87478097,16.52440128,10.75763455,8.124401093,29.08016434,60.54643413,17.41164549
2525,25.85983582,29.57607994,18.14644737,28.85583725,18.64102149,-4.886611748,31.66999881,25.645305,23,16.9755085,30.89232,18.08489838,25.74473343,44.21843338,23.74644699,0.909389925,15.34644756,35.31738625,53.62921442,26.57598448
2526,18.52091866,25.3639267,20.07861366,30.57156181,20.20549345,-7.507285023,28.08304024,20.27937889,22.72855453,16.09271507,26.54959,18.88578148,25.17849617,38.88053386,15.77086067,6.121854782,13.47837906,26.76369247,50.10189656,25.22600969
2527,16.30010529,26.00021019,20.4,31.4999939,22.62508488,-10.70012989,25.08328692,18.66674932,20.69988251,14.6999815,23.90003,21.60013619,24.70000648,38.50017484,12.9000927,2.999604297,8.99981451,21.7999752,54.78607232,23.9166716
2528,17.61383457,25.53834763,18.27609157,31.59308281,24.56315756,-10.28992615,23.20701822,19.78546381,19.70105209,13.56330872,20.2809,22.7058651,23.83458671,39.34887314,15.55849552,0.204208493,6.193082523,23.07338219,60.29559653,20.56742048
2529,16.62727928,18.40753708,14.49088268,30.96367646,25.210248,-4.251543939,21.52901347,19.64518992,21.77272034,12.14544125,13.18327,20.28485298,21.77121315,36.0062809,17.22275696,8.318162069,6.22577188,26.91665459,59.40585654,14.96458372
2530,15.64027367,24.16506882,18.43890457,25.04164314,22.12585593,0.025479996,25.50445271,21.42728313,22.75972633,14.11945247,22.23082,19.62684917,21.60671272,40.80422401,12.78123226,11.27917843,4.087260032,28.72616425,57.64334652,24.28630304
2531,13.70548935,22.82124138,14.81097927,29.5362751,26.14424086,-0.115751767,24.87728771,18.2109197,21.3791172,14.04212399,22.12637,18.49486904,21.44212418,39.94749451,13.38937931,11.87362766,3.368496537,21.69558601,57.23312378,22.1669658
2532,15.16056728,20.80703888,16.25070858,28.59436264,29.39437008,-2.405637979,26.70892366,18.9671394,21.85774841,17.06338596,25.06339,16.11689758,20.90985832,37.11384455,10.53661385,8.44647217,2.097181034,25.43663025,56.00502804,24.5633866
2533,18.31986351,21.71986389,16.22920284,28.59626465,23.98684502,-4.410865688,24.3638951,20.72722117,21.78913421,15.24753952,23.94567,21.95585441,21.64719849,37.24533081,13.48692513,7.159931851,4.716127896,29.52359924,57.96604375,23.08206113
2534,19.44620133,22.8982708,12.95033989,28.16102524,16.4866426,-4.523100817,19.31953907,21.53649394,21.00000019,9.046201374,17.03206,28.64861069,20.55274887,39.15287209,19.12310047,9.6496603,6.761025476,28.06516342,59.1970362,16.54050891
2535,15.27807388,19.43720894,9.688039399,21.85083084,20,-2.769434833,18.99695317,20.65836207,21.32192631,6.216608906,10.05714,21.36611328,14.1083046,38.13842837,17.06445217,12.77641287,0.654152215,22.08471718,52.91765595,11.95431542
2536,12.14390926,21.74659309,12.49229164,22.34569855,20,-4.418995166,25.45773125,15.70968088,24.45609055,16.11397133,24.24336,21.03620071,19.05698586,37.86350091,15.74480362,8.652512074,3.128492761,22.90949745,53.50678362,26.11304252
2537,15.76729069,24.35098686,17.20810108,26.66116409,20,-7.538733816,25.30953582,19.32987293,23.91837998,15.28982334,30.79585,18.35513973,21.95098686,41.87409274,23.24070816,1.734785676,14.12637825,27.70197372,53.25656482,27.29932467
2538,14.39885712,22.06272011,15.10249195,27.97590866,22.8011427,-4.118172026,25.84034236,17.00510486,21.8072689,14.37590885,24.19657,17.28795452,22.35181694,40.99904823,20.397715,9.035930349,10.15680103,26.93499451,56.02403314,22.12461011
2539,12.66335983,21.06730614,13.28117294,27.49109383,24.71040011,-1.217813134,26.11386712,17.86133194,20.78613319,12.50101395,18.60395,18.43562622,20.68714714,38.13697815,18.23957252,12.27530823,6.162345886,27.23957291,58.34087535,17.52311134
2540,14.88678532,25.56645889,14.78760204,28.52926483,23.13491106,-4.069101906,26.73898824,24.56639481,21.90975533,11.15934706,22.7063,21.07967377,20.80893822,38.83637715,21.54512253,3.955694151,9.302642824,31.26727562,58.58028466,19.3673722
2541,20.25951672,33.64682732,14.15609245,33.91122971,19.09755778,-11.01560926,31.02765242,26.42602444,23.61268883,16.09073563,31.74245,23.53756294,28.82829819,47.33090019,20.42829819,-1.454632367,8.543403434,32.89853974,58.85854612,29.88293076
2542,17.28210087,34.63929977,17.46433201,27.79098549,21.16520739,-11.34643335,24.54901695,21.32582124,19.64280167,13.77496758,26.28385,22.21426697,25.18923493,43.74697367,16.78923473,-2.612516177,15.82153015,30.74818459,52.83282362,27.40175057
2543,15.27424393,25.22934876,19.1096405,30.68374291,17.16546607,-7.793667698,24.42470042,16.10767206,20.94187088,14.78705082,22.20978,19.50330868,25.84834556,37.96522554,17.72575607,3.580434156,8.122874451,25.40661697,49.38026564,26.07529926
2544,13.4530756,22.56398735,20.53839264,26.97817573,18.89930439,-4.531746292,21.87913402,17.12086566,23.5725193,15.60853176,21.21706,16.73174629,21.70803642,37.92576059,13.39523887,7.546924543,6.806646347,22.99146843,51.71159254,23.23379691
2545,17.36282768,27.42505035,19.7923233,24.0969696,20.32777786,-7.193938731,22.95286178,22.27979787,26.73777771,15.93979797,25.02505,16.03878765,19.63676758,42.15521876,13.48323136,1.540203261,9.619394015,26.64444427,58.15238081,23.27171707
2546,23.71603241,31.770541,16.90681381,26.96746788,17.64011407,-14.3235136,29.31757959,25.705856,28.03340034,15.27428208,29.61977,17.6,22.58944549,45.39523443,20.88263168,-9.570541332,9.794722747,32.23339958,62.17487281,25.98680655
2547,10.42488708,22.3958519,17.40414848,22.23733063,21.77765226,-11.23180018,26.08716583,20.51843484,20.77787819,11.0442441,21.47051,17.58617363,17.04562683,41.79415894,14.84977417,-0.220739403,6.820258998,24.72762298,52.42165811,19.08180491
2548,13.41052456,21.898246,17.90175438,26.71578674,25.09502697,-15.04678116,16.54971345,22.73001766,18.12397842,16.35204315,29.92982,15.92748623,22.51929512,37.09454441,20.82104874,-2.708770323,-14.74267654,-7.948517705,51.59231404,28.89570554
2549,13.46722603,19.00293655,15.46932373,25.33571053,27.08193493,-6.876036358,17.21954155,23.05567233,17.99958077,13.67058239,19.87897,14.93403263,24.26596718,36.94362895,16.40587368,9.053800964,-2.75039444,10.77356939,52.57022967,21.06581132
2550,14.39050007,22.75883293,13.90237484,22.71187477,24.52572966,-3.292874986,19.65743065,20.51979224,21.57308273,13.88337498,20.05171,16.78258324,21.62375031,35.67986139,13.30237503,10.93404188,4.606333423,25.97941627,52.43422617,20.0523262
2551,15.14292831,24.99638595,15.68947086,22.11414337,19.78084087,-6.811838484,21.05098645,18.21765328,24.47763252,13.25756988,22.02106,19.84884758,17.94704017,32.3131876,15.35065479,5.816448516,1.906417194,28.33881607,53.0668444,20.78961484
2552,14.2943695,19.1460207,19.11921883,23.49669685,17.69369388,-11.69669685,22.20777019,18.27346087,23.46291313,7.631456375,13.74602,21.69436913,17.22912941,30.17023373,18.72154617,4.671846962,-0.206981768,28.05165176,55.430233,14.45501741
2553,14.79307327,20.97460251,14.46464691,20.83694096,22.68073559,-9.036940858,25.94805177,16.19552676,23.79538193,7.797691155,15.5746,22.19307404,20.55382385,37.23520883,10.9085144,7.165367866,9.268397522,29.38152962,53.17419188,15.9788359
2554,16.93221092,21.32803269,13.90795135,22.11212959,22.13493871,-2.275335097,21.76291418,22.59063498,17.89541645,9.768194485,13.79582,17.60754604,18.63180542,34.59972986,10.96401615,11.46442175,4.643529773,24.15148125,55.83740997,14.49651798
2555,20.52994347,21.1391716,14.06082878,26.44284363,21.67396402,-8.885687256,21.70276197,19.97889233,20.38201485,13.46035766,21.09444,15.94792843,23.54698677,36.82564354,12.30414314,6.270527387,6.077871895,28.21657295,53.35451916,17.97041734
2556,19.19654846,23.51902466,14.49065647,27.92180176,17.86679221,-11.16540356,23.61994966,18.88292694,19.78409043,14.81245766,25.39377,15.69688568,22.91212082,39.94809278,15.71279506,3.387542081,9.725252912,29.25606041,50.81463405,23.31025648
2557,14.9216898,23.34564934,14.5462801,24.02849922,16.2993381,-7.477679634,21.78373305,19.41855812,14.97023983,11.4822197,19.38386,16.37087002,17.36052933,39.02374903,15.04791965,7.288650321,11.50226994,25.87767944,55.20338712,20.64890734
2558,13.0206686,18.40191059,14.2103344,18.37186279,21.28755999,-4.260095596,15.85214988,18.51722368,12.22257976,5.74085989,7.3822,17.359618,14.15119438,33.58373133,9.082675171,13.50794583,9.849761105,22.87042999,64.26753834,8.68548282
2559,15.35437012,25.06962891,15.37718506,24.87288818,21.4959259,-4.593481397,23.35333173,20.4619751,21.22399826,8.741332817,15.05007,16.02607441,18.31851807,34.97283936,18.41747913,6.340149516,9.016296577,24.3706665,50.69397054,16.1866653
2560,15.07295265,22.25657501,17.19875965,30.06923142,24.77047205,-1.166004586,22.00103347,16.13937076,24.17990074,9.290570832,16.50819,19.5975193,22.65161285,39.22435951,18.27295265,9.470471907,7.201240396,24.23647652,55.45108196,18.78618717
2561,11.47974071,21.33924026,17.33924045,26.63670082,19.46992636,-8.48355837,26.66456541,16.4704663,23.62658005,13.83291874,21.10254,15.96708069,22.16582031,39.94936752,17.1569603,1.725301915,4.583540559,26.41645965,52.93941525,20.96308263
2562,11.74081841,17.21029282,14.37801208,22.93497105,17.46637368,-8.615673352,26.81949393,15.38265133,21.05380096,15.51883087,21.4538,15.83812847,17.31298294,35.53547796,12.6102932,3.135905493,5.638128233,24.29146233,50.44394384,21.67114997
2563,14.00000019,18.20939598,12.5576437,23.33646507,20.92058134,-9.023515034,25.56012631,18.10913626,20.15764351,16.53646564,23.1945,17.81411896,17.18037968,34.05489222,11.6799902,2.261197639,8.578822041,25.2376339,48.98431614,23.96535174
2564,14.69059944,28.79191856,14.84304543,26.96860885,24.40131855,-18.35244656,27.87218221,26.73465252,22.6,19.00714665,31.16861,18.53815308,26.53364487,40.8662281,18.88251801,-12.17218247,11.24398041,34.12913666,47.65856443,29.06203079
2565,18.36794243,26.61894302,14.00728569,26.8014576,18.55100059,-13.83934326,24.52914333,20.88433409,22.6,12.65537224,31.00146,26.72859878,29.37522812,42.8163325,20.38688526,-8.829143284,18.93297024,31.62185745,50.40463202,28.50485675
2566,16.410569,25.77107048,15.82364483,24.81056938,18.91446495,-7.997493648,18.55933897,17.65577046,25.58414612,16.24728985,27.35271,22.48956642,25.42113876,37.30713749,17.74742584,-0.179133535,7.726559306,26.12906571,46.87601716,24.7698172
2567,17.06482277,22.27242775,12.60622234,24.53310242,23.65860081,-2.806913674,15.78046632,17.44367615,23.00553093,16.86689701,23.40553,19.73655968,20.87311974,38.05229092,13.07381077,7.988938154,6.864131642,22.60414848,47.7591065,23.66724269
2568,15.99209805,18.99209786,9.192098236,22.18814697,23.73888779,0.506420255,16.17242893,16.32674806,20.99802437,16.09654274,19.79012,21.21185265,19.80395107,37.32510154,12.90938358,12.20493879,6.796048927,19.79209843,52.95009014,21.32263279
2569,15.62326069,18.9630558,10.92998829,20.34367199,20.22576952,-0.102850544,19.14557187,15.39642715,21.48346634,12.74960108,17.18837,22.64857483,21.21163025,35.55340163,16.15917892,12.52041054,6.067958927,22.14161911,55.34403011,18.54370976
2570,17.50302544,21.21903992,16.29955616,21.96797104,17.61688185,-4.58096028,21.95670303,17.0541215,22.45453796,8.451956558,16.42598,20.83549805,22.61298904,35.42207845,18.62250939,10.27704706,6.519483852,28.69955597,51.69820813,18.10246078
2571,15.2,17.77736587,11.30268536,24.6715683,17.04278564,-8.168883133,18.71334171,21.26779588,19.05912209,12.4000001,18.4529,20.94398956,23.64356308,35.87741629,17.84045162,5.887979556,8.127578975,23.67779121,52.2434845,21.64851507
2572,15.2,27.33648491,16.83691253,28.52875709,19.34871388,-6.49184475,21.2288998,26.71817144,22.24549522,12.4,21.30386,17.92532082,25.99141731,38.25321992,20.02060203,-0.149358785,15.00343628,27.87038803,49.96750314,20.67024279
2573,13.12106857,20.54567871,16.13685512,21.02286949,22.00217581,-3.566686928,20.16521613,16.92552058,20.02809181,11.98421383,14.17725,16.15264111,19.60882377,31.73689588,15.27196903,9.056061841,6.775510789,19.17551117,53.1353114,14.494198
2574,12.73224888,24.57083397,17.10319633,23.36118775,21.53631544,-11.12888203,20.74191411,18.5536534,21.24834518,14.3547947,16.86764,19.43219242,16.91934948,33.63432249,15.55479469,-1.728767872,7.496689701,23.62243233,50.91250719,16.80098963
2575,13.86940765,27.23479614,16.81491242,26.81491318,20.34297323,-13.9653883,20.9035999,21.0675567,23.99502907,14.4430193,21.08432,20.34550514,17.7206501,38.99171511,18.39502907,-8.803436687,9.717397881,29.19177666,49.53714943,20.36089802
2576,15.04238243,20.36952858,13.37617912,22.95235786,19.38747001,-5.121886444,22.05285184,16.46906487,24.61856117,10.84238186,20.51385,17.13240624,19.99860954,40.20752779,18.00139046,2.29667474,7.047642136,25.8847641,52.58468682,19.67104991
2577,15.37782402,21.20920448,11.98828411,19.88368187,15.21077418,-3.415899086,31.51290131,18.47594182,23.3778244,11.16736393,25.4,20.31757355,25.06401672,38.36924744,12.88368206,2.803765988,9.833891487,26.15815888,51.01105826,22.18410079
